Title,Author,Publication,Date,Year,URL,Bibcode,DOI,Instruments
"The Nature of the Hard X-Ray Background Sources: Optical, Near-Infrared, Submillimeter, and Radio Properties",Barger A. | Cowie L. | Mushotzky R.,AJ 121 662,2001 02,2001,arXiv:astro-ph/0007175,2001AJ....121..662B,10.1086/318742,{'lris': 6}
Direct detection of the companion of chi <SUP>1</SUP> Orionis,König B. | Fuhrmann K. | Neuhäuser R. | et. al.,A&A 394 L43,2002 11,2002,arXiv:astro-ph/0209404,2002A&A...394L..43K,10.1051/0004-6361:20021377,{'nirc': 3}
High Proper-Motion Stars in the Vicinity of Sagittarius A*: Evidence for a Supermassive Black Hole at the Center of Our Galaxy,Ghez A. | Klein B. | Morris M.,ApJ 509 678,1998 12,1998,arXiv:astro-ph/9807210,1998ApJ...509..678G,10.1086/306528,{'nirc': 3}
The UV spectrum of HS 1700+6416. II. FUSE observations of the He II Lyman alpha forest,Fechner C. | Reimers D. | Kriss G. | et. al.,A&A 455 91,2006 08,2006,arXiv:astro-ph/0605150,2006A&A...455...91F,10.1051/0004-6361:20064950,{}
Collisional excitation of hydrogen and the determination of the primordial helium abundance from H II regions,Stasińska G. | Izotov Y.,A&A 378 817,2001 11,2001,arXiv:astro-ph/0109253,2001A&A...378..817S,10.1051/0004-6361:20011303,{}
Discovery of a Possible Cool White Dwarf Companion from the AllWISE Motion Survey,Fajardo-Acosta S. | Kirkpatrick J. | Schneider A. | et. al.,ApJ 832 62,2016 11,2016,arXiv:1609.07435,2016ApJ...832...62F,10.3847/0004-637X/832/1/62,{'lris': 8}
Tight Correlations between Massive Galaxy Structural Properties and Dynamics: The Mass Fundamental Plane was in Place by z ~ 2,Bezanson R. | van Dokkum P. | van de Sande J. | et. al.,ApJL 779 L21,2013 12,2013,arXiv:1309.6638,2013ApJ...779L..21B,10.1088/2041-8205/779/2/L21,{'deimos': 3}
Exploring Halo Substructure with Giant Stars. X. Extended Dark Matter or Tidal Disruption?: The Case for the Leo I Dwarf Spheroidal Galaxy,Sohn S. | Majewski S. | Muñoz R. | et. al.,ApJ 663 960,2007 07,2007,arXiv:astro-ph/0608151,2007ApJ...663..960S,10.1086/518302,{'deimos': 16}
The Las Campanas Infrared Survey - V. Keck spectroscopy of a large sample of extremely red objects,Doherty M. | Bunker A. | Ellis R.,MNRAS 361 525,2005 08,2005,arXiv:astro-ph/0505119,2005MNRAS.361..525D,10.1111/j.1365-2966.2005.09191.x,"{'deimos': 15, 'lris': 13}"
No Fossil Disk in the T Tauri Multiple System V773 Tauri,Duchêne G. | Ghez A. | McCabe C.,ApJ 592 288,2003 07,2003,arXiv:astro-ph/0303648,2003ApJ...592..288D,10.1086/375624,"{'nirspec': 3, 'nirc': 1}"
Spitzer Spectroscopy of Circumstellar Disks in the 5 Myr Old Upper Scorpius OB Association,Dahm S. | Carpenter J.,AJ 137 4024,2009 04,2009,arXiv:0901.4120,2009AJ....137.4024D,10.1088/0004-6256/137/4/4024,{}
CO Emission from Disks around AB Aurigae and HD 141569: Implications for Disk Structure and Planet Formation Timescales,Brittain S. | Rettig T. | Simon T. | et. al.,ApJ 588 535,2003 05,2003,,2003ApJ...588..535B,10.1086/373987,{'nirspec': 3}
Intrinsic Properties of the &lt;z&gt; = 2.7 Lyα Forest from Keck Spectra of Quasar HS 1946+7658,Kirkman D. | Tytler D.,ApJ 484 672,1997 07,1997,arXiv:astro-ph/9701209,1997ApJ...484..672K,10.1086/304371,{}
Measuring Detailed Chemical Abundances from Co-added Medium-resolution Spectra. I. Tests Using Milky Way Dwarf Spheroidal Galaxies and Globular Clusters,Yang L. | Kirby E. | Guhathakurta P. | et. al.,ApJ 768 4,2013 05,2013,arXiv:1303.1222,2013ApJ...768....4Y,10.1088/0004-637X/768/1/4,{'deimos': 7}
Observational Constraints on the Nature of Dark Energy: First Cosmological Results from the ESSENCE Supernova Survey,Wood-Vasey W. | Miknaitis G. | Stubbs C. | et. al.,ApJ 666 694,2007 09,2007,arXiv:astro-ph/0701041,2007ApJ...666..694W,10.1086/518642,{}
The Initial Mass Function in the Taurus Star-forming Region,Briceño C. | Luhman K. | Hartmann L. | et. al.,ApJ 580 317,2002 11,2002,,2002ApJ...580..317B,10.1086/343127,{'lris': 2}
The Compositions of Kuiper Belt Objects,Brown M.,AREPS 40 467,2012 05,2012,arXiv:1112.2764,2012AREPS..40..467B,10.1146/annurev-earth-042711-105352,{}
Completing the Census of Lyα Emitters at the Reionization Epoch,Kashikawa N. | Shimasaku K. | Matsuda Y. | et. al.,ApJ 734 119,2011 06,2011,arXiv:1104.2330,2011ApJ...734..119K,10.1088/0004-637X/734/2/119,{'deimos': 8}
The needle in the 100 deg2 haystack: The hunt for binary neutron star mergers with LIGO and Palomar Transient Factory,Singer L.,PhDT  ,2015 00,2015,arXiv:1501.03765,2015PhDT.........6S,,"{'deimos': 3, 'lris': 1, 'osiris': 1}"
The Double-lined Spectrum of LBV 1806-20,Figer D. | Najarro F. | Kudritzki R.,ApJL 610 L109,2004 08,2004,arXiv:astro-ph/0406316,2004ApJ...610L.109F,10.1086/423306,{'nirspec': 1}
Palomar 13: An Unusual Stellar System in the Galactic Halo,Côté P. | Djorgovski S. | Meylan G. | et. al.,ApJ 574 783,2002 08,2002,arXiv:astro-ph/0203410,2002ApJ...574..783C,10.1086/340978,{'lris': 16}
The SLUGGS survey: inferring the formation epochs of metal-poor and metal-rich globular clusters,Forbes D. | Pastorello N. | Romanowsky A. | et. al.,MNRAS 452 1045,2015 09,2015,arXiv:1506.06820,2015MNRAS.452.1045F,10.1093/mnras/stv1312,{}
The Lyman Continuum Escape Survey: Ionizing Radiation from [O III]-strong Sources at a Redshift of 3.1,Fletcher T. | Tang M. | Robertson B. | et. al.,ApJ 878 87,2019 06,2019,arXiv:1806.01741,2019ApJ...878...87F,10.3847/1538-4357/ab2045,{'mosfire': 8}
"A New Population of High-z, Dusty Lyα Emitters and Blobs Discovered by WISE: Feedback Caught in the Act?",Bridge C. | Blain A. | Borys C. | et. al.,ApJ 769 91,2013 06,2013,arXiv:1205.4030,2013ApJ...769...91B,10.1088/0004-637X/769/2/91,"{'nirc': 1, 'lris': 4}"
The [C II] emission as a molecular gas mass tracer in galaxies at low and high redshifts,Zanella A. | Daddi E. | Magdis G. | et. al.,MNRAS 481 1976,2018 12,2018,arXiv:1808.10331,2018MNRAS.481.1976Z,10.1093/mnras/sty2394,{'lris': 1}
Detection of CH<SUB>4</SUB> in the GV Tau N Protoplanetary Disk,Gibb E. | Horne D.,ApJL 776 L28,2013 10,2013,,2013ApJ...776L..28G,10.1088/2041-8205/776/2/L28,{'nirspec': 2}
An analysis of a spectrum of V838 Monocerotis in October 2005,Tylenda R. | Kamiński T. | Schmidt M.,A&A 503 899,2009 09,2009,arXiv:0907.0572,2009A&A...503..899T,10.1051/0004-6361/200912312,{}
The Young Solar Analogs Project. I. Spectroscopic and Photometric Methods and Multi-year Timescale Spectroscopic Results,Gray R. | Saken J. | Corbally C. | et. al.,AJ 150 203,2015 12,2015,arXiv:1511.00279,2015AJ....150..203G,10.1088/0004-6256/150/6/203,{}
All quiet in the outer halo: chemical abundances in the globular cluster Pal 3,Koch A. | Côté P. | McWilliam A.,A&A 506 729,2009 11,2009,arXiv:0908.2629,2009A&A...506..729K,10.1051/0004-6361/200912819,{'lris': 6}
"A Solar-pumped Fluorescence Model for Line-by-line Emission Intensities in the B-X, A-X, and X-X Band Systems of <SUP>12</SUP>C<SUP>14</SUP>N",Paganini L. | Mumma M.,ApJS 226 3,2016 09,2016,,2016ApJS..226....3P,10.3847/0067-0049/226/1/3,{'nirspec': 5}
The Resolved Structure and Dynamics of an Isolated Dwarf Galaxy: A VLT and Keck Spectroscopic Survey of WLM,Leaman R. | Venn K. | Brooks A. | et. al.,ApJ 750 33,2012 05,2012,arXiv:1202.4474,2012ApJ...750...33L,10.1088/0004-637X/750/1/33,{'deimos': 18}
Spectroscopic Evidence for a 5.4 Minute Orbital Period in HM Cancri,Roelofs G. | Rau A. | Marsh T. | et. al.,ApJL 711 L138,2010 03,2010,arXiv:1003.0658,2010ApJ...711L.138R,10.1088/2041-8205/711/2/L138,{'lris': 3}
Results of two multichord stellar occultations by dwarf planet (1) Ceres,Gomes-Júnior A. | Giacchini B. | Braga-Ribas F. | et. al.,MNRAS 451 2295,2015 08,2015,arXiv:1504.04902,2015MNRAS.451.2295G,10.1093/mnras/stv1081,{}
An optical counterpart to the anomalous X-ray pulsar 4U0142+61,Hulleman F. | van Kerkwijk M. | Kulkarni S.,Natur 408 689,2000 12,2000,arXiv:astro-ph/0011561,2000Natur.408..689H,10.1038/35047024,{}
New Low-mass Eclipsing Binary Systems in Praesepe Discovered by K2,Gillen E. | Hillenbrand L. | David T. | et. al.,ApJ 849 11,2017 11,2017,arXiv:1706.03084,2017ApJ...849...11G,10.3847/1538-4357/aa84b3,{}
L-Band Photometry of L and T Dwarfs,Stephens D. | Marley M. | Noll K.,ApJL 556 L97,2001 08,2001,arXiv:astro-ph/0106443,2001ApJ...556L..97S,10.1086/322938,{'nirc': 5}
"Discovery of Two Spectroscopically Peculiar, Low-Luminosity Quasars at z~4",Glikman E. | Djorgovski S. | Stern D. | et. al.,ApJL 663 L73,2007 07,2007,arXiv:0705.3638,2007ApJ...663L..73G,10.1086/520085,"{'nirspec': 1, 'lris': 2}"
A vigorous activity cycle mimicking a planetary system in <ASTROBJ>H</ASTROBJ>D 200466,Carolo E. | Desidera S. | Gratton R. | et. al.,A&A 567 A48,2014 07,2014,arXiv:1406.0697,2014A&A...567A..48C,10.1051/0004-6361/201323102,{}
"HAT-P-24b: An Inflated Hot Jupiter on a 3.36 Day Period Transiting a Hot, Metal-poor Star",Kipping D. | Bakos G. | Hartman J. | et. al.,ApJ 725 2017,2010 12,2010,arXiv:1008.3389,2010ApJ...725.2017K,10.1088/0004-637X/725/2/2017,{}
The SL2S Galaxy-scale Lens Sample. II. Cosmic Evolution of Dark and Luminous Mass in Early-type Galaxies,Ruff A. | Gavazzi R. | Marshall P. | et. al.,ApJ 727 96,2011 02,2011,arXiv:1008.3167,2011ApJ...727...96R,10.1088/0004-637X/727/2/96,{'lris': 5}
"A Cautionary Tale: MARVELS Brown Dwarf Candidate Reveals Itself to be a Very Long Period, Highly Eccentric Spectroscopic Stellar Binary",Mack C. | Ge J. | Deshpande R. | et. al.,AJ 145 139,2013 05,2013,arXiv:1306.3157,2013AJ....145..139M,10.1088/0004-6256/145/5/139,{'nirc': 1}
Ground-Based Infrared Detections of CO in the Centaur-comet 29P/Schwassmann-Wachmann 1 at 6.26 AU from the Sun,Paganini L. | Mumma M. | Boehnhardt H. | et. al.,ApJ 766 100,2013 04,2013,,2013ApJ...766..100P,10.1088/0004-637X/766/2/100,{'nirspec': 5}
The DEEP Groth Strip Galaxy Redshift Survey. III. Redshift Catalog and Properties of Galaxies,Weiner B. | Phillips A. | Faber S. | et. al.,ApJ 620 595,2005 02,2005,arXiv:astro-ph/0411128,2005ApJ...620..595W,10.1086/427256,"{'deimos': 2, 'lris': 6}"
The Environments of Low- and High-Luminosity Radio Galaxies at Moderate Redshifts,Auger M. | Becker R. | Fassnacht C.,AJ 135 1311,2008 04,2008,arXiv:0801.0424,2008AJ....135.1311A,10.1088/0004-6256/135/4/1311,{'lris': 2}
Seventeen new very low-mass members in Taurus. The brown dwarf deficit revisited,Guieu S. | Dougados C. | Monin J. | et. al.,A&A 446 485,2006 02,2006,arXiv:astro-ph/0509317,2006A&A...446..485G,10.1051/0004-6361:20053493,{'lris': 5}
Multiwavelength Variability of the Magnetar 4U 0142+61,Durant M. | van Kerkwijk M.,ApJ 652 576,2006 11,2006,arXiv:astro-ph/0611810,2006ApJ...652..576D,10.1086/507605,{'esi': 1}
The role of AGN in the colour transformation of galaxies at redshifts z ~ 1,Georgakakis A. | Nandra K. | Yan R. | et. al.,MNRAS 385 2049,2008 04,2008,arXiv:0801.2160,2008MNRAS.385.2049G,10.1111/j.1365-2966.2008.12962.x,{'deimos': 1}
